gbifid,datasetkey,occurrence,kingdom,phylum,class,order,family,genus,species,infraspeci,taxonrank,scientific,countrycod,locality,publishing,decimallat,decimallon,coordinate,coordina_1,elevation,elevationa,depth,depthaccur,eventdate,day,month,year,taxonkey,specieskey,basisofrec,institutio,collection,catalognum,recordnumb,identified,license,rightshold,recordedby,typestatus,establishm,lastinterp,mediatype,issue,field_45
1228704284,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096034,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.158009999999997,3.464740000000000,3769.000000000000000,,,,,,1976-07-28T01:00Z,28,7,1976,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:692,,,2018-02-04T05:40Z,,,
1228704272,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096132,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.067050000000002,3.677910000000000,3769.000000000000000,,,,,,1986-05-26T02:00Z,26,5,1986,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:710,,,2018-02-04T05:40Z,,,
1228704257,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096053,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.158009999999997,3.464740000000000,3769.000000000000000,,,,,,1980-09-06T02:00Z,6,9,1980,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:692,,,2018-02-04T05:40Z,,,
1228704237,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096258,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.023130000000002,3.463390000000000,3769.000000000000000,,,,,,1990-05-03T02:00Z,3,5,1990,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:448,,,2018-02-04T05:40Z,,,
1228704203,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096032,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.023919999999997,2.821760000000000,3769.000000000000000,,,,,,1976-07-17T01:00Z,17,7,1976,8225376,8225376,PRESERVED_SPECIMEN,INBO,,,,,CC0_1_0,INBO,observerID:252,,,2018-02-04T05:40Z,,,
1228704154,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096093,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.844059999999999,3.177540000000000,3769.000000000000000,,,,,,1983-08-25T02:00Z,25,8,1983,8225376,8225376,UNKNOWN,INBO,,,,,CC0_1_0,INBO,observerID:876,,,2018-02-04T05:40Z,,,
1228704133,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096059,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.112749999999998,3.535720000000000,3769.000000000000000,,,,,,1982-09-02T02:00Z,2,9,1982,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:599,,,2018-02-04T05:40Z,,,
1228704125,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096248,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.966059999999999,4.744550000000000,3769.000000000000000,,,,,,1989-08-19T02:00Z,19,8,1989,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:100,,,2018-02-04T05:40Z,,,
1228704115,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096095,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.101930000000003,4.678240000000000,3769.000000000000000,,,,,,1984-06-18T02:00Z,18,6,1984,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:959,,,2018-02-04T05:40Z,,,
1228704090,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096144,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.876179999999998,4.741190000000000,3769.000000000000000,,,,,,1986-07-21T02:00Z,21,7,1986,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:58,,,2018-02-04T05:40Z,,,
1228704068,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096312,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.885779999999997,3.888520000000000,3769.000000000000000,,,,,,1990-09-09T02:00Z,9,9,1990,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:809,,,2018-02-04T05:40Z,,,
1228704034,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096092,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.101930000000003,4.678240000000000,3769.000000000000000,,,,,,1983-08-21T02:00Z,21,8,1983,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:959,,,2018-02-04T05:40Z,,,
1228704012,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096184,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.137270000000001,5.251330000000000,3769.000000000000000,,,,,,1987-05-25T02:00Z,25,5,1987,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:458,,,2018-02-04T05:40Z,,,
1228703954,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096166,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.137270000000001,5.251330000000000,3769.000000000000000,,,,,,1986-08-03T02:00Z,3,8,1986,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:458,,,2018-02-04T05:40Z,,,
1228703859,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096182,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.137270000000001,5.251330000000000,3769.000000000000000,,,,,,1987-05-09T02:00Z,9,5,1987,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:458,,,2018-02-04T05:40Z,,,
1228703855,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096220,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.832270000000001,4.668550000000000,3769.000000000000000,,,,,,1989-06-07T02:00Z,7,6,1989,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:838,,,2018-02-04T05:40Z,,,
1228703686,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096079,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.273400000000002,5.186290000000000,3769.000000000000000,,,,,,1983-07-31T02:00Z,31,7,1983,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:987,,,2018-02-04T05:40Z,,,
1228703682,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096070,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.815429999999999,5.590750000000000,3769.000000000000000,,,,,,1983-07-12T02:00Z,12,7,1983,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:968,,,2018-02-04T05:40Z,,,
1228703628,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096062,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.203629999999997,3.250490000000000,3769.000000000000000,,,,,,1983-05-17T02:00Z,17,5,1983,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:308,,,2018-02-04T05:40Z,,,
1228703567,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096085,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.056989999999999,4.676610000000000,3769.000000000000000,,,,,,1983-08-09T02:00Z,9,8,1983,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:959,,,2018-02-04T05:40Z,,,
1228703455,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096145,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.129840000000002,5.608310000000000,3769.000000000000000,,,,,,1986-07-22T02:00Z,22,7,1986,8225376,8225376,PRESERVED_SPECIMEN,INBO,,,,,CC0_1_0,INBO,observerID:934,,,2018-02-04T05:40Z,,,
1228703399,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096076,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.815429999999999,5.590750000000000,3769.000000000000000,,,,,,1983-07-26T02:00Z,26,7,1983,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:968,,,2018-02-04T05:40Z,,,
1228703125,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096015,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.053719999999998,4.890530000000000,3769.000000000000000,,,,,,1974-05-25T01:00Z,25,5,1974,8225376,8225376,UNKNOWN,INBO,,,,,CC0_1_0,INBO,observerID:1186,,,2018-02-04T05:40Z,,,
1228703035,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096082,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.273400000000002,5.186290000000000,3769.000000000000000,,,,,,1983-07-31T02:00Z,31,7,1983,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:987,,,2018-02-04T05:40Z,,,
1228703023,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096122,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.753619999999998,3.389840000000000,3769.000000000000000,,,,,,1985-08-16T02:00Z,16,8,1985,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:233,,,2018-02-04T05:40Z,,,
1228702899,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096057,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.056989999999999,4.676610000000000,3769.000000000000000,,,,,,1982-08-12T02:00Z,12,8,1982,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:959,,,2018-02-04T05:40Z,,,
1228702861,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096146,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.056989999999999,4.676610000000000,3769.000000000000000,,,,,,1986-07-27T02:00Z,27,7,1986,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:959,,,2018-02-04T05:40Z,,,
1228702850,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096286,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.788319999999999,4.596040000000000,3769.000000000000000,,,,,,1990-07-27T02:00Z,27,7,1990,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:71,,,2018-02-04T05:40Z,,,
1228702578,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096172,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.229790000000001,5.112600000000000,3769.000000000000000,,,,,,1986-08-10T02:00Z,10,8,1986,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:987,,,2018-02-04T05:40Z,,,
1228702480,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096080,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.229790000000001,5.112600000000000,3769.000000000000000,,,,,,1983-07-31T02:00Z,31,7,1983,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:987,,,2018-02-04T05:40Z,,,
1228702432,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096246,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.098660000000002,4.892370000000000,3769.000000000000000,,,,,,1989-08-07T02:00Z,7,8,1989,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:RNFRNS,,,2018-02-04T05:40Z,,,
1228702414,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096202,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.832270000000001,4.668550000000000,3769.000000000000000,,,,,,1988-06-04T02:00Z,4,6,1988,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:58,,,2018-02-04T05:40Z,,,
1228702380,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096098,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.921120000000002,4.742870000000000,3769.000000000000000,,,,,,1984-07-29T02:00Z,29,7,1984,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:58,,,2018-02-04T05:40Z,,,
1228702344,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096043,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.837580000000003,4.242660000000000,3769.000000000000000,,,,,,1977-09-04T01:00Z,4,9,1977,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:670,,,2018-02-04T05:40Z,,,
1228702329,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096042,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.752710000000000,3.602480000000000,3769.000000000000000,,,,,,1977-08-29T01:00Z,29,8,1977,8225376,8225376,UNKNOWN,INBO,,,,,CC0_1_0,INBO,observerID:977,,,2018-02-04T05:40Z,,,
1228702309,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096096,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.055940000000000,4.747920000000000,3769.000000000000000,,,,,,1984-06-21T02:00Z,21,6,1984,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:959,,,2018-02-04T05:40Z,,,
1228702250,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096037,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.932169999999999,3.675940000000000,3769.000000000000000,,,,,,1977-05-25T01:00Z,25,5,1977,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:807,,,2018-02-04T05:40Z,,,
1228702241,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096011,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.839660000000002,4.029670000000000,3769.000000000000000,,,,,,1973-07-05T01:00Z,5,7,1973,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:122,,,2018-02-04T05:40Z,,,
1228702213,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096143,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.137270000000001,5.251330000000000,3769.000000000000000,,,,,,1986-07-20T02:00Z,20,7,1986,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:458,,,2018-02-04T05:40Z,,,
1228702193,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096180,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.137270000000001,5.251330000000000,3769.000000000000000,,,,,,1987-05-06T02:00Z,6,5,1987,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:458,,,2018-02-04T05:40Z,,,
1228702109,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096200,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.020650000000003,3.891100000000000,3769.000000000000000,,,,,,1988-05-14T02:00Z,14,5,1988,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:738,,,2018-02-04T05:40Z,,,
1228702107,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096001,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.836799999999997,4.313650000000000,3769.000000000000000,,,,,,1971-08-09T01:00Z,9,8,1971,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:670,,,2018-02-04T05:40Z,,,
1228702106,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096000,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.836799999999997,4.313650000000000,3769.000000000000000,,,,,,1971-08-09T01:00Z,9,8,1971,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:670,,,2018-02-04T05:40Z,,,
1228702102,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096044,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.836799999999997,4.313650000000000,3769.000000000000000,,,,,,1977-09-04T01:00Z,4,9,1977,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:670,,,2018-02-04T05:40Z,,,
1228702085,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096112,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,51.137270000000001,5.251330000000000,3769.000000000000000,,,,,,1985-06-02T02:00Z,2,6,1985,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:458,,,2018-02-04T05:40Z,,,
1228702077,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096008,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.876179999999998,4.741190000000000,3769.000000000000000,,,,,,1973-06-04T01:00Z,4,6,1973,8225376,8225376,PRESERVED_SPECIMEN,INBO,,,,,CC0_1_0,INBO,observerID:1339,,,2018-02-04T05:40Z,,,
1228702072,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096105,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.844059999999999,3.177540000000000,3769.000000000000000,,,,,,1984-08-21T02:00Z,21,8,1984,8225376,8225376,UNKNOWN,INBO,,,,,CC0_1_0,INBO,observerID:876,,,2018-02-04T05:40Z,,,
1228702058,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096125,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.933860000000003,3.249040000000000,3769.000000000000000,,,,,,1985-09-11T02:00Z,11,9,1985,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:162,,,2018-02-04T05:40Z,,,
1228702049,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096272,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.815429999999999,5.590750000000000,3769.000000000000000,,,,,,1990-07-19T02:00Z,19,7,1990,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:RNFRNS,,,2018-02-04T05:40Z,,,
1228702029,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096124,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.836799999999997,4.313650000000000,3769.000000000000000,,,,,,1985-08-30T02:00Z,30,8,1985,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:670,,,2018-02-04T05:40Z,,,
1228701856,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096021,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.837580000000003,4.242660000000000,3769.000000000000000,,,,,,1974-06-25T01:00Z,25,6,1974,8225376,8225376,HUMAN_OBSERVATION,INBO,,,,,CC0_1_0,INBO,observerID:670,,,2018-02-04T05:40Z,,,
1228701852,7888f666-f59e-4534-8478-3a10a3bfee45,INBO:VLINDERS:00096049,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,,SPECIES,"Papilio machaon Linnaeus, 1758",BE,,1cd669d0-80ea-11de-a9d0-f1765f95f18b,50.876179999999998,4.741190000000000,3769.000000000000000,,,,,,1978-08-04T01:00Z,4,8,1978,8225376,8225376,PRESERVED_SPECIMEN,INBO,,,,,CC0_1_0,INBO,observerID:1339,,,2018-02-04T05:40Z,,,
